student_id,ssc_percentage,hsc_percentage,degree_percentage,cgpa,aptitude_test_score,technical_skill_score,soft_skills_rating,attendance_percentage,backlogs,internships,projects,certifications,work_experience_months,gender,placement_training,extracurricular_activities,placement_status,department
5100,55.2,66.0,59.7,5.99,44,58,4.0,81.4,0,0,1,1,2,Male,Yes,Yes,NotPlaced,ECE
5101,77.0,73.3,66.6,7.36,91,68,2.9,81.8,0,2,3,4,14,Female,No,Yes,Placed,CS
5102,85.2,84.5,73.5,7.92,74,57,2.5,69.3,1,0,2,0,0,Male,Yes,No,NotPlaced,EE
5103,81.8,76.6,78.3,7.74,73,64,3.0,70.8,0,1,3,1,13,Male,Yes,Yes,Placed,CS
5104,57.7,72.9,77.2,7.21,72,75,3.1,67.2,2,2,2,0,16,Male,No,Yes,NotPlaced,ECE
5105,70.9,48.1,69.2,7.51,73,82,3.4,67.9,3,0,1,0,8,Male,Yes,Yes,NotPlaced,ME
5106,69.6,71.9,70.1,7.43,71,67,3.9,79.8,0,1,2,0,5,Male,No,Yes,Placed,ECE
5107,53.5,70.9,59.7,7.78,56,60,3.0,72.2,0,0,0,1,3,Male,No,No,Placed,ME
5108,71.3,88.7,79.2,8.0,92,73,4.8,89.3,0,1,6,5,11,Female,No,No,Placed,EE
5109,79.8,65.7,65.3,7.7,60,57,3.8,91.3,0,0,0,0,0,Male,Yes,Yes,Placed,ECE
5110,93.0,91.1,94.8,9.63,100,88,3.8,100.0,0,0,2,4,2,Male,No,No,Placed,CS
5111,81.9,67.3,80.1,8.27,74,66,3.8,83.4,0,0,0,0,3,Female,Yes,Yes,NotPlaced,CE
5112,71.4,61.6,79.1,7.42,75,66,3.5,81.3,2,0,1,1,5,Female,No,No,Placed,ECE
5113,87.7,82.5,83.1,8.32,68,59,3.6,67.9,0,0,1,0,3,Male,No,Yes,Placed,ME
5114,53.7,70.0,61.4,6.25,50,52,3.7,71.8,1,0,1,0,6,Female,No,Yes,NotPlaced,CE
5115,73.8,89.4,74.2,8.28,78,79,3.0,83.9,0,2,1,3,15,Female,Yes,No,Placed,IT
5116,65.1,68.5,52.5,6.94,69,67,2.5,80.6,0,1,2,4,5,Female,Yes,Yes,Placed,IT
5117,69.2,95.5,80.6,7.83,66,59,3.2,81.0,1,0,1,2,7,Female,Yes,No,Placed,EE
5118,61.9,62.9,64.2,6.83,60,75,3.6,96.0,0,0,3,1,0,Male,Yes,Yes,Placed,ECE
5119,79.0,76.3,72.2,7.14,84,89,3.6,78.5,0,3,4,3,12,Female,Yes,Yes,Placed,CS
5120,82.0,77.0,89.5,9.12,95,99,4.7,85.1,0,2,5,2,14,Female,No,Yes,Placed,CS
5121,67.2,45.0,60.8,6.5,39,38,3.5,80.5,1,0,0,2,2,Male,Yes,Yes,NotPlaced,ECE
5122,79.1,68.7,72.7,7.78,88,82,4.1,89.4,0,2,2,4,14,Male,No,Yes,Placed,CS
5123,79.6,78.6,69.6,8.69,95,95,3.7,82.4,0,1,2,5,8,Female,Yes,Yes,Placed,ChemE
5124,61.9,72.2,75.7,7.49,57,45,3.9,85.7,0,1,0,0,8,Female,No,No,NotPlaced,CE
5125,72.8,68.8,62.7,8.28,57,58,4.0,58.2,1,0,2,2,0,Male,No,Yes,NotPlaced,CS
5126,69.2,86.7,78.9,8.89,70,82,2.8,86.8,1,0,2,0,0,Male,Yes,Yes,Placed,IT
5127,75.3,91.6,74.7,7.57,73,71,3.9,76.0,0,2,3,1,14,Male,Yes,No,Placed,ECE
5128,72.3,74.2,67.4,7.07,82,78,3.6,75.3,2,1,3,0,5,Female,Yes,Yes,Placed,CS
5129,78.2,63.6,67.0,8.74,70,61,3.5,75.3,0,1,1,2,14,Female,No,Yes,NotPlaced,ME
5130,49.2,45.0,48.0,5.0,38,59,2.7,57.1,1,0,4,1,1,Female,No,No,NotPlaced,IT
5131,48.8,45.0,53.3,5.65,64,53,3.4,74.8,3,0,3,1,6,Female,No,Yes,NotPlaced,CE
5132,68.6,82.5,63.7,8.53,62,47,2.7,81.0,0,0,0,1,2,Male,Yes,No,NotPlaced,ChemE
5133,61.6,58.4,59.4,6.15,66,54,2.6,77.8,0,1,2,3,6,Male,Yes,Yes,Placed,CS
5134,63.7,61.3,48.0,6.72,52,55,4.1,69.9,2,1,1,0,9,Male,No,Yes,NotPlaced,EE
5135,72.2,72.4,61.0,7.82,52,77,3.2,85.2,0,1,1,0,9,Female,Yes,Yes,Placed,EE
5136,71.8,69.4,60.7,7.27,53,66,2.5,84.7,1,1,0,2,7,Female,No,Yes,NotPlaced,EE
5137,76.6,69.2,72.6,6.6,58,55,4.0,90.4,0,0,0,2,0,Female,Yes,No,NotPlaced,IT
5138,65.8,57.9,63.3,7.01,61,67,2.9,66.4,4,0,2,0,1,Female,No,No,NotPlaced,ME
5139,77.7,99.0,81.1,8.99,88,64,3.3,79.2,0,0,4,1,2,Male,Yes,No,Placed,ME
5140,59.8,58.0,48.1,6.91,77,56,4.2,72.7,2,0,1,2,0,Male,No,Yes,NotPlaced,EE
5141,63.0,64.3,48.0,6.29,56,72,3.0,82.3,0,1,2,1,12,Male,No,Yes,NotPlaced,EE
5142,65.6,80.7,67.1,7.8,73,81,3.3,69.1,0,1,1,1,6,Female,No,No,Placed,ME
5143,54.7,59.1,51.8,5.22,42,39,2.7,68.7,4,0,0,0,5,Male,Yes,No,NotPlaced,IT
5144,55.6,52.1,56.4,5.73,57,46,2.7,73.8,0,0,0,1,4,Male,Yes,No,NotPlaced,IT
5145,66.8,60.8,64.0,7.81,82,72,2.9,82.6,0,2,0,4,9,Female,Yes,Yes,Placed,CS
5146,56.3,57.0,58.2,7.25,66,76,3.4,73.4,0,0,2,3,0,Female,Yes,No,NotPlaced,CS
5147,61.4,61.6,58.1,7.74,67,68,3.5,92.4,0,1,5,3,4,Male,Yes,No,Placed,EE
5148,70.4,85.6,81.2,7.79,89,82,4.2,81.9,0,0,2,0,4,Male,Yes,No,Placed,ChemE
5149,66.0,65.7,48.0,6.74,51,62,3.5,76.5,4,0,1,1,4,Female,No,No,Placed,ECE
5150,68.4,65.4,52.9,6.56,53,54,3.8,85.9,2,2,4,5,21,Male,Yes,No,NotPlaced,CE
5151,62.0,67.2,66.6,7.02,63,55,3.6,82.5,0,0,0,0,3,Male,Yes,Yes,Placed,CE
5152,56.1,71.9,70.6,7.16,63,52,3.0,83.7,2,2,1,1,16,Male,Yes,Yes,Placed,ChemE
5153,67.4,45.0,55.3,5.7,49,61,2.0,68.4,1,0,0,1,0,Male,No,No,NotPlaced,CE
5154,73.2,50.1,65.1,7.03,65,63,3.9,79.1,0,1,1,1,4,Female,Yes,Yes,NotPlaced,ECE
5155,61.9,51.6,74.3,7.07,85,68,3.5,75.8,0,0,1,3,4,Female,No,Yes,NotPlaced,ECE
5156,74.6,70.7,59.7,6.51,69,60,2.3,80.1,0,1,6,1,7,Female,No,No,Placed,IT
5157,66.0,46.3,58.8,6.81,56,48,3.1,71.3,1,0,0,0,5,Male,Yes,Yes,NotPlaced,CS
5158,68.7,63.8,60.2,6.36,62,81,1.8,77.9,1,0,1,1,5,Male,Yes,Yes,NotPlaced,ME
5159,72.1,71.1,84.8,8.73,80,70,3.3,90.6,0,4,3,1,29,Female,Yes,No,Placed,CS
5160,64.3,75.0,75.3,8.09,57,64,2.0,86.5,0,0,1,4,1,Female,Yes,Yes,Placed,CS
5161,67.4,76.4,78.9,7.8,76,68,4.2,89.2,0,1,3,0,5,Male,Yes,Yes,Placed,IT
5162,92.5,77.6,76.0,8.41,62,44,3.6,67.6,0,2,1,2,9,Male,Yes,Yes,Placed,CS
5163,63.8,64.4,64.2,7.36,76,79,1.9,75.5,1,2,4,0,16,Female,No,No,Placed,CS
5164,66.1,68.6,60.4,6.33,44,63,4.0,89.6,0,0,2,1,4,Male,No,Yes,NotPlaced,ECE
5165,72.2,78.2,60.5,7.36,89,88,3.6,83.4,0,0,4,3,4,Female,No,Yes,Placed,ME
5166,70.8,78.9,65.7,7.6,62,50,2.3,72.2,2,0,2,0,2,Male,No,Yes,NotPlaced,ME
5167,72.9,69.2,72.4,6.93,84,66,2.9,87.3,0,2,0,1,12,Female,No,Yes,NotPlaced,CE
5168,68.2,60.3,65.2,6.11,68,51,3.5,86.6,0,0,2,5,0,Female,Yes,No,Placed,ME
5169,66.3,61.5,63.3,6.27,62,68,2.9,76.2,1,0,3,2,0,Male,Yes,No,NotPlaced,ECE
5170,61.1,82.2,66.8,6.75,61,54,3.5,75.8,1,0,1,0,2,Male,No,No,NotPlaced,CE
5171,76.7,78.1,78.2,8.5,78,62,2.8,100.0,0,1,2,2,6,Male,Yes,Yes,Placed,ECE
5172,45.8,66.6,54.6,6.15,51,43,2.4,82.9,1,0,1,0,3,Male,Yes,Yes,NotPlaced,CE
5173,72.8,91.9,77.8,8.65,81,53,3.1,83.2,0,1,1,1,5,Female,Yes,Yes,Placed,EE
5174,57.4,70.6,57.7,7.65,61,66,3.5,81.5,0,0,3,2,0,Female,No,Yes,Placed,CE
5175,69.6,70.7,65.3,7.03,64,66,2.2,62.3,0,0,1,2,0,Female,No,Yes,Placed,EE
5176,55.0,45.0,48.0,5.18,54,41,3.7,72.4,0,1,1,2,7,Female,No,Yes,Placed,ME
5177,75.8,60.8,68.4,7.84,65,69,4.2,68.9,2,0,0,1,0,Female,No,No,Placed,CE
5178,57.7,51.7,51.8,6.28,44,52,2.3,68.8,3,0,0,0,0,Female,No,No,NotPlaced,CS
5179,66.0,71.2,57.0,6.52,61,58,3.6,84.3,1,0,1,1,0,Female,No,Yes,NotPlaced,EE
5180,70.1,85.3,74.0,7.77,76,68,3.6,84.2,0,0,1,2,4,Male,Yes,No,Placed,EE
5181,75.2,72.4,72.5,6.87,75,88,3.8,91.7,0,3,0,5,14,Female,Yes,No,Placed,CE
5182,63.5,66.7,52.0,5.75,46,53,2.1,72.3,0,0,2,1,8,Male,No,No,NotPlaced,CE
5183,92.6,71.4,69.5,7.82,65,49,3.9,87.4,0,0,0,1,7,Male,No,Yes,Placed,EE
5184,73.1,67.3,72.0,7.58,71,66,3.8,80.4,0,0,1,0,1,Female,Yes,No,NotPlaced,EE
5185,81.4,63.7,72.5,7.67,74,65,3.2,83.9,0,2,1,0,7,Male,No,No,NotPlaced,ME
5186,68.6,66.1,58.9,7.29,66,67,4.0,86.0,0,0,2,2,4,Female,Yes,Yes,NotPlaced,ChemE
5187,56.8,56.3,58.3,7.11,67,72,3.9,89.0,1,2,1,6,14,Female,No,Yes,NotPlaced,EE
5188,83.4,83.4,74.3,7.67,57,43,3.1,80.2,0,1,0,2,8,Female,Yes,No,NotPlaced,ME
5189,85.4,73.9,73.1,7.1,69,89,2.9,100.0,0,1,3,4,7,Female,No,Yes,Placed,IT
5190,70.0,66.1,64.1,6.93,57,56,3.7,79.8,1,0,2,1,0,Female,Yes,Yes,Placed,CE
5191,71.4,75.3,71.1,7.76,70,66,3.6,81.8,1,1,2,2,9,Female,No,No,Placed,EE
5192,68.1,58.6,64.6,7.36,55,65,3.1,84.0,2,0,3,1,4,Male,No,No,Placed,CE
5193,68.5,49.7,68.3,6.74,57,60,2.4,76.0,1,2,2,2,16,Male,Yes,No,Placed,IT
5194,82.0,53.7,54.7,7.14,74,81,4.4,78.9,0,0,0,3,4,Male,Yes,No,NotPlaced,ChemE
5195,76.9,75.6,65.1,8.45,66,66,3.8,83.3,1,2,4,0,10,Male,Yes,No,Placed,CE
5196,60.9,64.2,53.0,7.7,71,80,2.2,71.8,1,0,1,3,4,Male,Yes,No,Placed,ECE
5197,85.8,64.3,68.2,7.79,74,59,3.8,79.9,0,2,0,1,10,Female,No,Yes,NotPlaced,ME
5198,73.1,75.9,71.2,6.73,53,56,3.6,87.6,0,0,0,1,4,Female,No,No,NotPlaced,CE
5199,80.3,85.1,64.3,7.14,77,68,2.2,66.1,1,1,2,0,5,Male,Yes,Yes,Placed,ME
5200,67.6,71.3,62.8,6.65,60,85,3.3,75.9,1,0,2,2,7,Female,No,Yes,NotPlaced,EE
5201,71.6,64.9,62.3,5.92,66,65,3.3,81.8,0,0,4,0,7,Male,Yes,No,Placed,ECE
5202,71.9,68.6,61.8,8.01,80,89,4.2,89.4,0,2,3,1,11,Male,Yes,Yes,Placed,CS
5203,55.0,53.3,50.1,5.59,50,51,2.3,75.4,0,2,2,0,9,Female,Yes,Yes,NotPlaced,IT
5204,80.8,79.8,83.8,8.24,77,87,2.9,81.9,0,1,3,1,8,Male,Yes,Yes,NotPlaced,ME
5205,75.4,79.6,77.7,7.96,70,72,4.6,90.4,0,2,1,3,13,Female,No,Yes,Placed,CS
5206,74.1,75.1,79.5,6.85,70,66,4.4,78.6,0,0,0,4,0,Male,No,Yes,Placed,ME
5207,71.9,72.9,54.5,7.76,62,56,3.8,77.1,2,0,0,1,0,Female,Yes,Yes,Placed,ECE
5208,62.4,45.0,63.4,6.84,61,49,3.2,78.9,1,4,0,3,29,Male,Yes,No,NotPlaced,CE
5209,69.4,77.8,54.7,7.16,68,75,4.0,87.2,0,3,3,1,10,Male,Yes,Yes,Placed,CS
5210,67.2,66.4,63.2,7.07,61,67,4.5,70.0,1,1,0,0,8,Male,Yes,Yes,Placed,ME
5211,72.0,73.3,81.0,8.73,95,99,4.6,99.5,0,0,4,6,1,Female,No,No,Placed,IT
5212,83.5,75.9,66.6,7.81,81,70,4.4,90.3,0,1,0,2,13,Female,Yes,Yes,Placed,IT
5213,65.8,62.8,56.0,6.2,61,54,3.5,77.3,0,0,0,0,2,Male,Yes,No,NotPlaced,CE
5214,59.6,48.8,58.5,6.63,43,54,3.4,69.7,4,0,1,0,6,Female,Yes,No,NotPlaced,CE
5215,55.6,45.0,48.7,5.42,42,42,3.5,75.4,2,0,0,0,0,Male,Yes,No,NotPlaced,CE
5216,71.5,64.6,65.8,7.39,93,75,3.2,73.0,0,0,3,2,5,Male,No,No,NotPlaced,CS
5217,70.5,64.6,66.9,7.76,71,66,4.8,89.7,0,2,3,3,13,Male,Yes,No,Placed,ECE
5218,84.4,85.0,81.2,7.59,75,78,4.1,91.4,0,2,2,4,13,Male,Yes,Yes,Placed,IT
5219,82.1,64.5,71.6,7.89,81,74,3.2,97.2,0,0,3,2,1,Female,Yes,Yes,Placed,ECE
5220,82.4,79.8,90.8,7.76,76,74,4.1,94.7,0,0,0,1,4,Male,Yes,Yes,Placed,ECE
5221,68.6,78.4,71.7,6.92,84,76,3.6,83.5,3,2,3,1,18,Female,No,Yes,NotPlaced,CE
5222,75.4,73.0,77.9,7.82,79,75,3.5,87.1,0,0,2,4,2,Male,No,No,Placed,ChemE
5223,62.9,59.5,51.1,5.91,58,70,3.0,72.3,1,2,0,1,17,Male,Yes,Yes,NotPlaced,CE
5224,75.2,81.1,75.9,7.31,63,69,3.6,81.5,1,1,3,1,9,Male,No,Yes,Placed,ME
5225,71.8,68.8,55.9,7.0,68,56,3.4,82.0,0,1,1,1,15,Male,Yes,Yes,NotPlaced,ChemE
5226,76.0,76.0,69.2,7.42,68,61,3.3,79.5,0,0,1,1,8,Male,No,No,Placed,ChemE
5227,86.2,86.0,78.6,8.21,78,71,3.9,79.5,1,2,0,1,7,Female,Yes,Yes,Placed,ChemE
5228,92.6,79.4,77.0,7.96,87,84,4.3,99.3,0,1,0,1,9,Male,Yes,Yes,Placed,ECE
5229,63.6,78.4,74.8,8.3,79,80,5.0,77.0,1,2,2,1,10,Female,No,Yes,Placed,IT
5230,83.9,54.3,61.2,6.64,55,39,4.6,69.6,2,0,1,0,2,Male,No,No,NotPlaced,ME
5231,63.5,52.6,56.8,6.88,36,57,2.6,71.4,2,0,0,1,3,Male,No,No,NotPlaced,ME
5232,81.6,62.5,50.8,7.25,50,41,3.7,75.3,1,1,0,2,5,Female,No,No,NotPlaced,ChemE
5233,48.6,51.8,52.7,5.23,45,56,3.3,70.5,0,0,1,0,0,Male,Yes,Yes,NotPlaced,EE
5234,71.3,86.1,54.9,7.45,70,60,4.1,75.6,1,2,1,1,18,Male,Yes,Yes,Placed,ECE
5235,61.5,55.8,54.9,5.94,53,48,3.3,64.3,1,1,2,1,9,Female,No,No,NotPlaced,ME
5236,82.6,60.2,85.6,7.92,93,100,3.0,78.2,2,4,2,2,21,Male,No,No,Placed,ME
5237,87.2,83.2,82.1,7.97,84,67,4.6,95.1,0,0,1,4,0,Male,Yes,Yes,Placed,CS
5238,83.9,86.6,75.6,8.35,84,100,4.0,81.2,1,0,4,1,4,Male,No,No,Placed,IT
5239,71.2,55.8,64.1,7.93,76,82,1.9,81.8,0,0,4,1,0,Male,No,No,Placed,CS
5240,49.8,46.4,48.0,5.0,51,36,3.9,65.8,2,0,0,0,0,Male,No,No,NotPlaced,EE
5241,64.3,65.1,58.4,7.34,56,50,1.8,72.5,1,1,0,0,7,Male,Yes,No,Placed,ME
5242,72.2,66.1,55.5,7.16,57,54,3.0,84.3,1,0,0,1,3,Female,Yes,Yes,NotPlaced,ECE
5243,65.7,62.5,65.7,6.95,61,64,3.9,82.1,0,1,3,1,10,Male,Yes,No,NotPlaced,CE
5244,70.7,78.3,66.9,7.91,74,80,4.3,88.2,0,4,2,3,20,Male,Yes,No,Placed,CE
5245,55.0,80.4,60.3,6.58,81,79,4.1,82.9,2,0,1,1,1,Male,No,Yes,NotPlaced,ECE
5246,67.8,58.2,67.8,6.94,76,69,3.8,73.8,1,1,2,2,8,Male,No,Yes,NotPlaced,CS
5247,77.7,73.2,88.8,8.85,85,87,3.9,86.3,0,2,4,2,13,Female,Yes,No,Placed,CS
5248,74.1,69.0,74.7,8.2,74,58,2.8,67.2,0,0,1,2,1,Male,No,No,NotPlaced,ECE
5249,48.9,64.8,50.8,5.7,72,95,3.8,74.0,2,1,4,2,11,Female,Yes,No,Placed,ECE
5250,70.8,66.7,68.0,8.29,51,56,3.6,69.4,2,0,0,2,0,Male,Yes,Yes,NotPlaced,CS
5251,76.2,70.2,71.6,6.42,55,55,3.4,83.0,1,0,3,2,0,Male,Yes,No,NotPlaced,CS
5252,70.0,65.2,75.5,7.43,82,68,3.4,83.2,0,0,0,3,2,Female,No,No,NotPlaced,ECE
5253,76.4,96.5,83.4,9.14,65,60,2.8,91.5,0,1,2,2,7,Male,Yes,No,Placed,ECE
5254,71.8,61.1,59.7,6.57,58,48,3.5,76.6,0,0,0,1,1,Male,No,No,NotPlaced,ME
5255,67.5,59.8,62.5,6.34,70,88,1.8,72.1,0,0,3,0,6,Male,Yes,No,Placed,IT
5256,58.8,45.9,58.7,5.33,54,56,2.8,77.9,0,0,0,0,5,Male,No,Yes,NotPlaced,ME
5257,67.6,61.8,72.1,6.73,73,78,3.6,70.1,4,1,3,1,5,Male,Yes,No,NotPlaced,EE
5258,68.5,71.1,85.2,7.33,80,70,2.0,76.9,1,0,0,0,1,Female,Yes,No,NotPlaced,ME
5259,62.7,63.3,65.5,7.04,75,79,4.4,84.5,1,3,4,0,24,Male,No,No,Placed,ECE
5260,74.6,80.1,78.0,7.49,82,39,3.3,80.0,0,1,1,1,6,Male,Yes,Yes,NotPlaced,CE
5261,59.8,57.0,72.7,7.45,58,71,4.0,90.2,1,0,1,0,0,Male,Yes,No,NotPlaced,ME
5262,63.8,61.4,67.2,7.13,67,72,3.4,91.1,0,1,1,4,6,Male,Yes,No,Placed,ECE
5263,94.4,78.8,76.7,9.1,86,86,4.5,84.9,0,0,2,3,6,Male,Yes,Yes,Placed,ECE
5264,59.7,55.9,50.3,5.31,63,59,2.8,83.9,1,3,0,0,25,Male,No,No,NotPlaced,CS
5265,70.9,50.0,54.3,6.34,63,44,4.1,75.4,2,0,2,0,0,Male,No,Yes,NotPlaced,CS
5266,77.2,66.8,60.3,7.05,65,67,4.2,89.7,0,4,2,1,20,Male,Yes,No,Placed,CE
5267,69.1,64.2,66.8,6.99,57,53,4.3,71.1,0,2,0,0,13,Male,Yes,No,NotPlaced,CS
5268,83.6,83.9,83.4,9.39,81,83,5.0,90.5,0,1,3,3,10,Male,Yes,No,Placed,IT
5269,61.0,45.0,55.9,5.0,59,42,2.8,68.6,2,0,1,0,6,Female,No,Yes,NotPlaced,IT
5270,74.2,58.2,59.0,7.23,67,72,3.5,68.3,0,1,3,1,7,Male,No,Yes,NotPlaced,EE
5271,85.7,79.2,80.2,8.3,80,80,3.5,84.5,0,1,1,1,6,Female,No,No,Placed,EE
5272,71.8,78.8,70.2,7.26,66,82,4.3,95.6,0,0,4,2,2,Male,Yes,Yes,Placed,ME
5273,56.9,58.9,53.8,6.58,53,60,3.4,72.6,1,0,1,1,0,Female,No,No,NotPlaced,EE
5274,78.7,88.2,77.4,8.52,75,93,2.3,89.1,0,1,2,1,7,Male,Yes,Yes,Placed,CE
5275,75.6,84.1,83.9,7.55,71,59,3.7,70.2,0,0,1,1,4,Male,No,Yes,NotPlaced,IT
5276,63.4,64.8,61.0,7.32,61,51,4.0,88.7,1,0,0,3,7,Female,Yes,Yes,NotPlaced,EE
5277,61.9,74.6,56.0,6.24,53,57,3.4,65.2,3,1,3,0,7,Male,No,Yes,NotPlaced,ME
5278,57.0,61.0,54.9,5.82,66,72,3.7,79.9,0,1,1,2,6,Female,No,Yes,NotPlaced,ME
5279,61.8,55.0,63.8,7.21,72,62,3.2,63.3,0,0,1,2,3,Male,Yes,No,NotPlaced,CE
5280,77.2,64.0,69.4,7.61,73,63,1.6,69.5,1,1,2,1,8,Female,Yes,Yes,Placed,ChemE
5281,57.8,67.0,64.6,7.49,54,79,3.2,77.0,1,1,2,1,9,Male,Yes,No,NotPlaced,ChemE
5282,75.6,78.3,72.8,6.5,60,75,4.6,76.8,0,2,1,1,9,Male,No,Yes,Placed,ECE
5283,59.0,61.4,65.4,6.94,60,77,3.9,83.2,1,0,3,1,1,Male,Yes,No,Placed,EE
5284,73.9,71.1,77.2,8.94,86,56,2.6,79.4,0,0,1,0,0,Male,Yes,No,NotPlaced,EE
5285,85.3,96.8,96.0,8.93,97,86,4.4,91.4,0,0,1,4,4,Male,Yes,No,Placed,IT
5286,77.5,63.3,73.3,7.73,82,82,3.3,63.8,1,1,2,1,8,Female,No,Yes,Placed,CE
5287,65.0,82.9,77.6,8.35,71,70,2.6,86.8,0,0,1,3,7,Female,No,Yes,Placed,IT
5288,75.8,73.1,78.0,8.02,62,76,4.2,77.9,0,2,2,0,14,Male,No,No,Placed,ChemE
5289,64.3,50.5,50.0,6.37,67,57,3.8,68.3,1,1,1,0,10,Male,No,No,NotPlaced,ChemE
5290,65.1,84.4,63.3,7.8,54,62,4.0,95.5,0,1,0,3,6,Male,No,Yes,NotPlaced,CE
5291,81.2,78.6,76.1,8.14,67,33,4.3,93.0,0,0,1,2,3,Female,Yes,No,Placed,ChemE
5292,73.1,71.4,73.4,9.65,80,64,2.0,100.0,0,2,2,1,12,Female,No,No,Placed,ECE
5293,63.3,61.2,64.1,6.72,49,75,4.5,79.9,0,0,2,2,3,Female,Yes,Yes,Placed,ECE
5294,70.8,64.8,81.2,9.25,91,71,3.1,91.4,0,0,1,1,1,Male,No,No,Placed,CE
5295,92.1,78.3,82.6,8.25,65,49,4.0,69.4,3,0,0,0,3,Female,No,Yes,NotPlaced,IT
5296,85.9,85.1,73.9,8.08,77,68,4.5,97.9,0,0,3,2,4,Male,Yes,Yes,Placed,EE
5297,72.7,90.3,70.6,7.34,74,81,2.6,88.5,0,0,3,3,3,Male,Yes,Yes,Placed,IT
5298,82.0,89.2,93.4,9.38,84,58,1.3,85.5,0,1,0,0,4,Male,Yes,No,Placed,ME
5299,65.2,59.5,64.6,5.96,57,56,2.9,84.4,0,2,4,5,14,Male,No,Yes,NotPlaced,ME
5300,58.1,58.4,61.2,6.59,51,63,3.7,77.2,1,0,0,2,0,Female,No,Yes,NotPlaced,ME
5301,76.9,84.9,71.7,7.84,79,80,3.9,92.7,0,2,3,2,12,Male,Yes,Yes,Placed,CS
5302,78.1,77.4,79.0,8.0,80,77,3.8,68.4,1,2,6,1,14,Female,No,Yes,NotPlaced,ChemE
5303,71.3,74.1,62.5,7.46,70,56,3.6,83.7,1,0,4,0,4,Female,No,Yes,NotPlaced,ECE
5304,71.4,72.7,57.6,6.57,61,61,3.7,83.5,2,0,1,1,4,Male,No,No,NotPlaced,CE
5305,81.6,85.8,78.3,8.61,89,96,4.1,87.7,0,1,6,4,6,Male,No,Yes,Placed,ME
5306,88.6,74.1,83.2,8.92,78,79,3.1,82.8,0,2,3,4,13,Female,Yes,No,Placed,ECE
5307,60.7,51.2,64.2,6.22,70,53,4.3,74.9,0,0,1,0,0,Male,Yes,Yes,Placed,ECE
5308,59.7,52.4,66.4,7.59,58,57,3.4,79.0,0,2,0,0,13,Male,No,No,NotPlaced,ME
5309,86.7,61.6,66.4,8.36,70,49,2.8,74.0,1,0,0,4,0,Male,Yes,No,NotPlaced,CE
5310,78.4,64.9,67.2,7.62,82,79,2.7,89.6,0,1,1,3,6,Male,Yes,Yes,Placed,CS
5311,96.8,97.3,89.4,8.86,92,90,3.4,81.3,0,1,3,0,7,Female,No,No,Placed,IT
5312,63.3,57.1,61.1,6.72,50,53,3.0,80.1,3,1,2,0,10,Male,Yes,No,NotPlaced,ChemE
5313,92.0,73.3,68.9,7.53,57,71,2.7,100.0,0,1,0,4,9,Female,No,No,NotPlaced,ME
5314,67.2,62.2,64.8,6.69,50,38,2.2,69.1,1,0,2,1,2,Female,Yes,No,NotPlaced,ME
5315,87.3,78.9,71.1,7.61,65,69,4.4,79.3,0,0,1,0,3,Female,Yes,Yes,Placed,ME
5316,80.5,79.5,73.8,8.45,92,61,3.3,83.7,1,0,3,2,3,Male,Yes,Yes,NotPlaced,ME
5317,76.3,63.3,76.2,7.49,75,53,4.6,87.7,0,1,0,1,12,Male,Yes,Yes,Placed,ECE
5318,58.7,61.2,50.5,6.39,43,48,3.0,63.9,2,1,2,0,6,Female,No,No,NotPlaced,ChemE
5319,70.9,67.2,64.6,7.5,61,59,2.1,76.0,1,0,2,3,0,Male,Yes,No,NotPlaced,CE
5320,69.7,53.9,57.0,5.94,73,69,2.9,65.4,2,2,5,0,15,Male,No,Yes,NotPlaced,IT
5321,64.8,59.7,62.6,6.39,73,66,2.0,79.0,0,0,2,0,0,Female,No,Yes,NotPlaced,ChemE
5322,85.8,84.8,84.1,8.39,66,69,3.9,66.4,3,1,0,0,8,Female,No,Yes,Placed,ChemE
5323,84.5,71.3,76.7,7.89,90,91,5.0,82.5,0,4,3,1,31,Male,Yes,Yes,Placed,CS
5324,72.6,60.1,61.2,6.01,59,76,3.4,79.2,1,1,2,0,15,Male,No,Yes,Placed,CE
5325,76.7,75.0,65.3,8.28,69,62,4.4,91.9,0,1,3,4,10,Female,Yes,Yes,Placed,EE
5326,55.8,66.5,64.4,6.31,48,57,1.4,72.0,1,1,0,0,9,Male,No,No,NotPlaced,CE
5327,59.9,60.9,52.8,6.96,56,81,3.3,68.7,3,0,3,1,5,Male,No,Yes,Placed,ECE
5328,77.6,65.0,79.7,8.51,69,79,3.5,91.8,0,0,1,5,0,Male,No,No,Placed,CE
5329,77.3,76.6,74.9,8.34,83,69,3.8,90.9,1,1,1,0,8,Female,No,No,Placed,ME
5330,82.5,63.5,69.5,7.84,57,51,4.0,89.6,0,0,1,2,4,Female,Yes,No,NotPlaced,ME
5331,89.2,65.5,80.8,8.02,95,100,4.8,92.4,0,3,5,5,18,Female,Yes,Yes,Placed,CS
5332,72.9,68.4,68.4,7.39,67,60,2.5,89.9,0,1,3,0,6,Female,No,No,Placed,EE
5333,93.3,69.5,69.9,8.6,57,69,2.2,82.8,0,1,2,4,10,Female,Yes,No,Placed,CS
5334,73.9,98.4,68.6,8.34,64,44,3.9,89.3,0,0,2,1,4,Female,Yes,No,NotPlaced,ECE
